user_id,experience_id,experience_name,category,quality_score,popularity_score,novelty_score,difficulty,avg_session_minutes,preferred_category,secondary_category,novelty_preference,social_preference,preferred_session_minutes,primary_category_match,secondary_category_match,session_length_gap,novelty_alignment,meaningful_engagement,personalized_score,rank
114,1082,Experience 1082,Adventure,0.940069744877272,0.6645999956719907,0.1368397110942475,0.0890420050750532,28,Adventure,Creative,0.526851999137132,0.5387842304542427,38,1.0,0.0,0.1666666666666666,0.6099877119571155,0,0.7931014063848292,1
114,1077,Experience 1077,Adventure,0.8965830938027713,0.1988675594053931,0.098043795325636,0.9940777724523784,46,Adventure,Creative,0.526851999137132,0.5387842304542427,38,1.0,0.0,0.1333333333333333,0.571191796188504,0,0.7523625703805157,2
114,1117,Experience 1117,Adventure,0.4143954852484882,0.5042520610293434,0.5381695778516243,0.3991953026577904,51,Adventure,Creative,0.526851999137132,0.5387842304542427,38,1.0,0.0,0.2166666666666666,0.9886824212855077,1,0.7447620006861742,3
114,1071,Experience 1071,Adventure,0.5432545608778258,0.5917055303234199,0.8111881708009158,0.7718493432291552,17,Adventure,Creative,0.526851999137132,0.5387842304542427,38,1.0,0.0,0.35,0.7156638283362162,1,0.7269581493199866,4
114,1043,Experience 1043,Creative,0.8838983032607785,0.7641225701636372,0.5942808569171103,0.6062993981927156,47,Adventure,Creative,0.526851999137132,0.5387842304542427,38,0.0,1.0,0.15,0.9325711422200216,1,0.6854455841392386,5
115,1044,Experience 1044,Action,0.8578996664042653,0.7405382156713768,0.540545681694017,0.9388053542070384,40,Action,Creative,0.3961422837227741,0.5202032571748686,46,1.0,0.0,0.1,0.8555966020287572,0,0.8442636120980619,1
115,1055,Experience 1055,Action,0.9121309206982589,0.3826203354113438,0.2499073592941251,0.1919211614110854,38,Action,Creative,0.3961422837227741,0.5202032571748686,46,1.0,0.0,0.1333333333333333,0.8537650755713511,1,0.833028068135043,2
115,1032,Experience 1032,Action,0.9183909657409184,0.1782087510115781,0.2798409650960937,0.836613041032693,59,Action,Creative,0.3961422837227741,0.5202032571748686,46,1.0,0.0,0.2166666666666666,0.8836986813733195,0,0.8219454848994303,3
115,1006,Experience 1006,Action,0.8770181756508404,0.5275353377269014,0.8047332447846338,0.7517807092307816,28,Action,Creative,0.3961422837227741,0.5202032571748686,46,1.0,0.0,0.3,0.5914090389381403,1,0.804384783622445,4
115,1035,Experience 1035,Action,0.684933354468736,0.2628151072276272,0.2926692360835166,0.7930049789596304,54,Action,Creative,0.3961422837227741,0.5202032571748686,46,1.0,0.0,0.1333333333333333,0.8965269523607424,1,0.7959700654508441,5
116,1014,Experience 1014,Social,0.7084360738896248,0.6919622480914536,0.5066406143622445,0.7631554898199004,35,Social,Creative,0.644249871464006,0.5851473688272698,19,1.0,0.0,0.2666666666666666,0.8623907428982385,0,0.831461699334342,1
116,1059,Experience 1059,Social,0.7489549716721217,0.4911530499138364,0.6826986067555766,0.9132851837019758,49,Social,Creative,0.644249871464006,0.5851473688272698,19,1.0,0.0,0.5,0.9615512647084294,1,0.8291055367485485,2
116,1084,Experience 1084,Social,0.6722561348379004,0.2863456816441453,0.5362524927433157,0.7470758006298863,26,Social,Creative,0.644249871464006,0.5851473688272698,19,1.0,0.0,0.1166666666666666,0.8920026212793096,0,0.8201212612781343,3
116,1110,Experience 1110,Creative,0.8487034770737338,0.6513439158584452,0.7080979103356375,0.2741343936886083,18,Social,Creative,0.644249871464006,0.5851473688272698,19,0.0,1.0,0.0166666666666666,0.9361519611283684,0,0.6802835011985592,4
116,1043,Experience 1043,Creative,0.8838983032607785,0.7641225701636372,0.5942808569171103,0.6062993981927156,47,Social,Creative,0.644249871464006,0.5851473688272698,19,0.0,1.0,0.4666666666666667,0.9500309854531044,0,0.6538730759598756,5
117,1025,Experience 1025,Social,0.838744739121835,0.7279884901895025,0.5876677647056102,0.0811540004238993,14,Social,Action,0.5514610091973254,0.3060223789648619,31,1.0,0.0,0.2833333333333333,0.9637932444917152,1,0.8520606906533666,1
117,1061,Experience 1061,Social,0.9515114053456256,0.4883887845440612,0.3838014404080356,0.6777086144544695,56,Social,Action,0.5514610091973254,0.3060223789648619,31,1.0,0.0,0.4166666666666667,0.8323404312107101,0,0.8346221329325305,2
117,1074,Experience 1074,Social,0.7411737446379107,0.1336446501121093,0.5667526591354218,0.2130749343990023,32,Social,Action,0.5514610091973254,0.3060223789648619,31,1.0,0.0,0.0166666666666666,0.9847083500619036,1,0.8322458784777051,3
117,1084,Experience 1084,Social,0.6722561348379004,0.2863456816441453,0.5362524927433157,0.7470758006298863,26,Social,Action,0.5514610091973254,0.3060223789648619,31,1.0,0.0,0.0833333333333333,0.9847914835459902,0,0.8200326144312966,4
117,1097,Experience 1097,Social,0.6621084266035628,0.3766200397542547,0.5070806368539267,0.2458755870050586,23,Social,Action,0.5514610091973254,0.3060223789648619,31,1.0,0.0,0.1333333333333333,0.9556196276566012,1,0.8187156247906429,5
118,1110,Experience 1110,Creative,0.8487034770737338,0.6513439158584452,0.7080979103356375,0.2741343936886083,18,Creative,Strategy,0.915484214648095,0.2649466123722202,25,1.0,0.0,0.1166666666666666,0.7926136956875425,1,0.8008636714851524,1
118,1043,Experience 1043,Creative,0.8838983032607785,0.7641225701636372,0.5942808569171103,0.6062993981927156,47,Creative,Strategy,0.915484214648095,0.2649466123722202,25,1.0,0.0,0.3666666666666666,0.6787966422690153,0,0.7802332943405063,2
118,1021,Experience 1021,Creative,0.6317033375365485,0.227795161908673,0.5969784094803497,0.8897794665398687,40,Creative,Strategy,0.915484214648095,0.2649466123722202,25,1.0,0.0,0.25,0.6814941948322547,0,0.7065292293685291,3
118,1062,Experience 1062,Creative,0.7566608128373626,0.2501254620138091,0.431135077105207,0.8144738760309339,50,Creative,Strategy,0.915484214648095,0.2649466123722202,25,1.0,0.0,0.4166666666666667,0.5156508624571119,0,0.6923824176468283,4
118,1065,Experience 1065,Creative,0.7619316682455927,0.3645751585148475,0.2630179910479239,0.9645188861392016,47,Creative,Strategy,0.915484214648095,0.2649466123722202,25,1.0,0.0,0.3666666666666666,0.3475337763998289,1,0.6723781456056892,5
119,1033,Experience 1033,Simulation,0.8859147305780027,0.259942782541492,0.2648265360525452,0.1086571032622624,31,Simulation,Puzzle,0.3372361582737985,0.5909435803391828,10,1.0,0.0,0.35,0.9275903777787468,1,0.7796532791842282,1
119,1028,Experience 1028,Simulation,0.7474374024719366,0.7598079156453001,0.9057260947827066,0.4943145335346177,16,Simulation,Puzzle,0.3372361582737985,0.5909435803391828,10,1.0,0.0,0.1,0.4315100634910919,0,0.7505595185996756,2
119,1016,Experience 1016,Simulation,0.6327408434291123,0.2893552650923534,0.337198205686132,0.4979318527888876,53,Simulation,Puzzle,0.3372361582737985,0.5909435803391828,10,1.0,0.0,0.7166666666666667,0.9999620474123336,1,0.7154499267838186,3
119,1108,Experience 1108,Puzzle,0.8425576923542274,0.4822507608830354,0.666849920378606,0.8027206052883656,21,Simulation,Puzzle,0.3372361582737985,0.5909435803391828,10,0.0,1.0,0.1833333333333333,0.6703862378951925,0,0.594343043546905,4
119,1004,Experience 1004,Puzzle,0.809305382335664,0.5027055170834634,0.7716046143560276,0.3920600224154432,16,Simulation,Puzzle,0.3372361582737985,0.5909435803391828,10,0.0,1.0,0.1,0.5656315439177709,0,0.585703290967791,5
120,1054,Experience 1054,Puzzle,0.6795756146978778,0.2537314254122666,0.2509959349159629,0.6813294726896911,34,Puzzle,Action,0.2893201600940863,0.1854867918779683,35,1.0,0.0,0.0166666666666666,0.9616757748218766,1,0.7722654056598777,1
120,1019,Experience 1019,Puzzle,0.5059661119161158,0.8228200647408448,0.2570325653065184,0.9988296373336586,24,Puzzle,Action,0.2893201600940863,0.1854867918779683,35,1.0,0.0,0.1833333333333333,0.9677124052124322,0,0.7560088036760142,2
120,1075,Experience 1075,Puzzle,0.7701763699744956,0.5714931074517187,0.7080993700732455,0.0043057756676786,58,Puzzle,Action,0.2893201600940863,0.1854867918779683,35,1.0,0.0,0.3833333333333333,0.5812207900208408,1,0.7518808765707811,3
120,1029,Experience 1029,Puzzle,0.3418174116264629,0.7473540601800795,0.2448417750345193,0.4073623878629723,57,Puzzle,Action,0.2893201600940863,0.1854867918779683,35,1.0,0.0,0.3666666666666666,0.955521614940433,1,0.7120103646677557,4
120,1032,Experience 1032,Action,0.9183909657409184,0.1782087510115781,0.2798409650960937,0.836613041032693,59,Puzzle,Action,0.2893201600940863,0.1854867918779683,35,0.0,1.0,0.4,0.9905208050020072,0,0.5967657039559428,5
121,1046,Experience 1046,Puzzle,0.9358581895296346,0.2937905951089806,0.3646871905132503,0.5570017818814502,30,Puzzle,Action,0.4525389887426308,0.3654349876996477,27,1.0,0.0,0.05,0.9121482017706196,0,0.8138497404777623,1
121,1053,Experience 1053,Puzzle,0.7426572934279929,0.7514869168546299,0.2904976508730454,0.8341208920021081,34,Puzzle,Action,0.4525389887426308,0.3654349876996477,27,1.0,0.0,0.1166666666666666,0.8379586621304147,0,0.7886732649406628,2
121,1069,Experience 1069,Puzzle,0.8068156107352968,0.6551858372056814,0.8842124935251735,0.2530347499296835,35,Puzzle,Action,0.4525389887426308,0.3654349876996477,27,1.0,0.0,0.1333333333333333,0.5683264952174574,0,0.7816095407862074,3
121,1090,Experience 1090,Puzzle,0.5586098880458512,0.4251872277402517,0.5338484342208252,0.861814417816014,19,Puzzle,Action,0.4525389887426308,0.3654349876996477,27,1.0,0.0,0.1333333333333333,0.9186905545218056,0,0.7509608497156836,4
121,1093,Experience 1093,Puzzle,0.5054580561223759,0.3724006037822283,0.1444497473739812,0.982987171535907,29,Puzzle,Action,0.4525389887426308,0.3654349876996477,27,1.0,0.0,0.0333333333333333,0.6919107586313504,0,0.7021311791685936,5
122,1081,Experience 1081,Puzzle,0.5738102986510725,0.5468042713764619,0.3811493240377567,0.8099407364448706,60,Puzzle,Simulation,0.4940367596202861,0.4331449465878885,50,1.0,0.0,0.1666666666666666,0.8871125644174707,0,0.7590370627783626,1
122,1090,Experience 1090,Puzzle,0.5586098880458512,0.4251872277402517,0.5338484342208252,0.861814417816014,19,Puzzle,Simulation,0.4940367596202861,0.4331449465878885,50,1.0,0.0,0.5166666666666667,0.960188325399461,1,0.728570859243218,2
122,1093,Experience 1093,Puzzle,0.5054580561223759,0.3724006037822283,0.1444497473739812,0.982987171535907,29,Puzzle,Simulation,0.4940367596202861,0.4331449465878885,50,1.0,0.0,0.35,0.6504129877536952,0,0.6705550934269799,3
122,1078,Experience 1078,Simulation,0.9139745006021852,0.4875947260651535,0.1081242288365573,0.0386443098268846,51,Puzzle,Simulation,0.4940367596202861,0.4331449465878885,50,0.0,1.0,0.0166666666666666,0.6140874692162712,0,0.5887196065952717,4
122,1020,Experience 1020,Simulation,0.8220634578382588,0.5054615596538111,0.3982077558970217,0.6135164847298321,13,Puzzle,Simulation,0.4940367596202861,0.4331449465878885,50,0.0,1.0,0.6166666666666667,0.9041709962767356,0,0.5525692834344658,5
123,1044,Experience 1044,Action,0.8578996664042653,0.7405382156713768,0.540545681694017,0.9388053542070384,40,Action,Creative,0.746773429121776,0.2249327834953873,42,1.0,0.0,0.0333333333333333,0.7937722525722409,0,0.8297495022767994,1
123,1116,Experience 1116,Action,0.6678760843020042,0.5482724230839826,0.6479003468582198,0.8466710505082435,57,Action,Creative,0.746773429121776,0.2249327834953873,42,1.0,0.0,0.25,0.9011269177364438,1,0.7940812839694343,2
123,1032,Experience 1032,Action,0.9183909657409184,0.1782087510115781,0.2798409650960937,0.836613041032693,59,Action,Creative,0.746773429121776,0.2249327834953873,42,1.0,0.0,0.2833333333333333,0.5330675359743177,1,0.7619264719860016,3
123,1009,Experience 1009,Action,0.7987178764315418,0.3460501829476273,0.2238314684756084,0.130890330850495,53,Action,Creative,0.746773429121776,0.2249327834953873,42,1.0,0.0,0.1833333333333333,0.4770580393538324,0,0.7527259998302924,4
123,1068,Experience 1068,Action,0.698456042052288,0.2594560290757449,0.3550613668330224,0.4325155932423661,21,Action,Creative,0.746773429121776,0.2249327834953873,42,1.0,0.0,0.35,0.6082879377112465,1,0.7287001370556221,5
124,1075,Experience 1075,Puzzle,0.7701763699744956,0.5714931074517187,0.7080993700732455,0.0043057756676786,58,Puzzle,Creative,0.2777353294178747,0.8795758780071369,42,1.0,0.0,0.2666666666666666,0.5696359593446292,1,0.796010513960446,1
124,1019,Experience 1019,Puzzle,0.5059661119161158,0.8228200647408448,0.2570325653065184,0.9988296373336586,24,Puzzle,Creative,0.2777353294178747,0.8795758780071369,42,1.0,0.0,0.3,0.9792972358886438,1,0.7861283028125483,2
124,1029,Experience 1029,Puzzle,0.3418174116264629,0.7473540601800795,0.2448417750345193,0.4073623878629723,57,Puzzle,Creative,0.2777353294178747,0.8795758780071369,42,1.0,0.0,0.25,0.9671064456166446,1,0.7639358861278811,3
124,1093,Experience 1093,Puzzle,0.5054580561223759,0.3724006037822283,0.1444497473739812,0.982987171535907,29,Puzzle,Creative,0.2777353294178747,0.8795758780071369,42,1.0,0.0,0.2166666666666666,0.8667144179561066,0,0.7514219040147819,4
124,1030,Experience 1030,Puzzle,0.5255875329645523,0.2576702884243441,0.6969604774228595,0.5681673512913645,13,Puzzle,Creative,0.2777353294178747,0.8795758780071369,42,1.0,0.0,0.4833333333333333,0.5807748519950152,1,0.7046258662222196,5
125,1055,Experience 1055,Action,0.9121309206982589,0.3826203354113438,0.2499073592941251,0.1919211614110854,38,Action,Strategy,0.8311320032935191,0.2783511221869266,21,1.0,0.0,0.2833333333333333,0.418775356000606,1,0.740415911947582,1
125,1116,Experience 1116,Action,0.6678760843020042,0.5482724230839826,0.6479003468582198,0.8466710505082435,57,Action,Strategy,0.8311320032935191,0.2783511221869266,21,1.0,0.0,0.6,0.8167683435647007,0,0.7397101578655085,2
125,1032,Experience 1032,Action,0.9183909657409184,0.1782087510115781,0.2798409650960937,0.836613041032693,59,Action,Strategy,0.8311320032935191,0.2783511221869266,21,1.0,0.0,0.6333333333333333,0.4487089618025746,1,0.702248652542536,3
125,1009,Experience 1009,Action,0.7987178764315418,0.3460501829476273,0.2238314684756084,0.130890330850495,53,Action,Strategy,0.8311320032935191,0.2783511221869266,21,1.0,0.0,0.5333333333333333,0.3926994651820894,0,0.6916751709890283,4
125,1086,Experience 1086,Action,0.6307900998772656,0.1325899003231649,0.3014212434741936,0.1888364204756389,42,Action,Strategy,0.8311320032935191,0.2783511221869266,21,1.0,0.0,0.35,0.4702892401806745,1,0.6690521302717465,5
126,1115,Experience 1115,Simulation,0.626658707429628,0.7075065986188209,0.5404405149990236,0.2246894745458737,42,Simulation,Sports,0.6738043520951668,0.5931504485940953,41,1.0,0.0,0.0166666666666666,0.8666361629038568,1,0.8007498560344354,1
126,1070,Experience 1070,Sports,0.9021629239090754,0.4240213755135868,0.7602726894428304,0.7757910864370905,50,Simulation,Sports,0.6738043520951668,0.5931504485940953,41,0.0,1.0,0.15,0.9135316626523364,1,0.6909952906318866,2
126,1027,Experience 1027,Sports,0.8258355726034926,0.7779980359761599,0.5071112833110228,0.4772006332829246,49,Simulation,Sports,0.6738043520951668,0.5931504485940953,41,0.0,1.0,0.1333333333333333,0.8333069312158561,0,0.6810970843806697,3
126,1106,Experience 1106,Sports,0.8146785788760947,0.3647619692710552,0.6750256601127794,0.7960604476258709,49,Simulation,Sports,0.6738043520951668,0.5931504485940953,41,0.0,1.0,0.1333333333333333,0.9987786919823872,0,0.6790630764983846,4
126,1001,Experience 1001,Sports,0.6452560499996463,0.8044840559110404,0.5776422262968883,0.3608105614175153,41,Simulation,Sports,0.6738043520951668,0.5931504485940953,41,0.0,1.0,0.0,0.9038378742017216,0,0.6678194437673453,5
127,1073,Experience 1073,Adventure,0.687693407311507,0.5642695337399875,0.7523432280065728,0.8351257910807337,50,Adventure,Simulation,0.7106119576411216,0.3755421333043018,10,1.0,0.0,0.6666666666666666,0.9582687296345488,0,0.7243013153575316,1
127,1051,Experience 1051,Adventure,0.7608650542535511,0.4945204429565272,0.5049786641965721,0.9492935230092574,34,Adventure,Simulation,0.7106119576411216,0.3755421333043018,10,1.0,0.0,0.4,0.7943667065554505,1,0.7230675833923459,2
127,1101,Experience 1101,Adventure,0.7760911633714107,0.1624374115097873,0.2510263664566988,0.468231405693584,28,Adventure,Simulation,0.7106119576411216,0.3755421333043018,10,1.0,0.0,0.3,0.5404144088155771,1,0.6712512776946351,3
127,1118,Experience 1118,Adventure,0.6594774101626886,0.3565880675711896,0.5086937555214479,0.0351168111096665,58,Adventure,Simulation,0.7106119576411216,0.3755421333043018,10,1.0,0.0,0.8,0.7980817978803263,1,0.6700716725579233,4
127,1117,Experience 1117,Adventure,0.4143954852484882,0.5042520610293434,0.5381695778516243,0.3991953026577904,51,Adventure,Simulation,0.7106119576411216,0.3755421333043018,10,1.0,0.0,0.6833333333333333,0.8275576202105027,0,0.6355794914648578,5
128,1008,Experience 1008,Adventure,0.8415828324170402,0.3364498304651394,0.599089106012921,0.2728043301458357,40,Adventure,Social,0.7722767545402913,0.8684206831995551,41,1.0,0.0,0.0166666666666666,0.8268123514726297,1,0.8332996871745375,1
128,1073,Experience 1073,Adventure,0.687693407311507,0.5642695337399875,0.7523432280065728,0.8351257910807337,50,Adventure,Social,0.7722767545402913,0.8684206831995551,41,1.0,0.0,0.15,0.9800664734662816,1,0.8292598027946171,2
128,1051,Experience 1051,Adventure,0.7608650542535511,0.4945204429565272,0.5049786641965721,0.9492935230092574,34,Adventure,Social,0.7722767545402913,0.8684206831995551,41,1.0,0.0,0.1166666666666666,0.7327019096562808,0,0.8048645016760428,3
128,1082,Experience 1082,Adventure,0.940069744877272,0.6645999956719907,0.1368397110942475,0.0890420050750532,28,Adventure,Social,0.7722767545402913,0.8684206831995551,41,1.0,0.0,0.2166666666666666,0.3645629565539562,0,0.7902769160104134,4
128,1057,Experience 1057,Adventure,0.6456559365327232,0.2179960435691,0.3788184780326499,0.8119882015105448,28,Adventure,Social,0.7722767545402913,0.8684206831995551,41,1.0,0.0,0.2166666666666666,0.6065417234923586,1,0.7436947838027507,5
129,1061,Experience 1061,Social,0.9515114053456256,0.4883887845440612,0.3838014404080356,0.6777086144544695,56,Social,Adventure,0.4992064419298572,0.8744504790201973,42,1.0,0.0,0.2333333333333333,0.8845949984781785,0,0.8655672389973975,1
129,1107,Experience 1107,Social,0.7428970964662264,0.8045676070342606,0.8160785123357384,0.9076048913904824,23,Social,Adventure,0.4992064419298572,0.8744504790201973,42,1.0,0.0,0.3166666666666666,0.6831279295941188,1,0.8319794348335737,2
129,1097,Experience 1097,Social,0.6621084266035628,0.3766200397542547,0.5070806368539267,0.2458755870050586,23,Social,Adventure,0.4992064419298572,0.8744504790201973,42,1.0,0.0,0.3166666666666666,0.9921258050759304,1,0.8299859745602893,3
129,1002,Experience 1002,Social,0.5654662227449457,0.1419781043952984,0.4876512775379703,0.1763555764178013,30,Social,Adventure,0.4992064419298572,0.8744504790201973,42,1.0,0.0,0.2,0.9884448356081132,1,0.8126422953380159,4
129,1079,Experience 1079,Social,0.6252808613431486,0.1651788036494796,0.2355254260756802,0.2079980737084605,56,Social,Adventure,0.4992064419298572,0.8744504790201973,42,1.0,0.0,0.2333333333333333,0.7363189841458231,1,0.7897863345310132,5
130,1023,Experience 1023,Strategy,0.934275144868182,0.4241492862896971,0.2179097364670654,0.7914514878076223,48,Strategy,Puzzle,0.7225191978386958,0.6032017622331627,47,1.0,0.0,0.0166666666666666,0.4953905386283697,1,0.7739034968480464,1
130,1066,Experience 1066,Strategy,0.5933044321129625,0.8148765601157231,0.9082281614290438,0.2645976053461583,23,Strategy,Puzzle,0.7225191978386958,0.6032017622331627,47,1.0,0.0,0.4,0.814291036409652,0,0.7643021449959192,2
130,1034,Experience 1034,Strategy,0.5016628944231066,0.7184788322001798,0.7569144817322334,0.2251776661055454,11,Strategy,Puzzle,0.7225191978386958,0.6032017622331627,47,1.0,0.0,0.6,0.9656047161064624,1,0.7396831592538692,3
130,1069,Experience 1069,Puzzle,0.8068156107352968,0.6551858372056814,0.8842124935251735,0.2530347499296835,35,Strategy,Puzzle,0.7225191978386958,0.6032017622331627,47,0.0,1.0,0.2,0.8383067043135223,0,0.6642642731313336,4
130,1004,Experience 1004,Puzzle,0.809305382335664,0.5027055170834634,0.7716046143560276,0.3920600224154432,16,Strategy,Puzzle,0.7225191978386958,0.6032017622331627,47,0.0,1.0,0.5166666666666667,0.9509145834826682,0,0.6330166763938597,5
131,1014,Experience 1014,Social,0.7084360738896248,0.6919622480914536,0.5066406143622445,0.7631554898199004,35,Social,Action,0.5195197005324059,0.8298264912680094,19,1.0,0.0,0.2666666666666666,0.9871209138298386,1,0.8437954784918402,1
131,1107,Experience 1107,Social,0.7428970964662264,0.8045676070342606,0.8160785123357384,0.9076048913904824,23,Social,Action,0.5195197005324059,0.8298264912680094,19,1.0,0.0,0.0666666666666666,0.7034411881966676,1,0.8419614153588664,2
131,1097,Experience 1097,Social,0.6621084266035628,0.3766200397542547,0.5070806368539267,0.2458755870050586,23,Social,Action,0.5195197005324059,0.8298264912680094,19,1.0,0.0,0.0666666666666666,0.9875609363215208,1,0.8376926328285202,3
131,1061,Experience 1061,Social,0.9515114053456256,0.4883887845440612,0.3838014404080356,0.6777086144544695,56,Social,Action,0.5195197005324059,0.8298264912680094,19,1.0,0.0,0.6166666666666667,0.8642817398756297,1,0.837506411978351,4
131,1085,Experience 1085,Social,0.715133524882573,0.3923165755464828,0.681782684374937,0.3715432084063615,41,Social,Action,0.5195197005324059,0.8298264912680094,19,1.0,0.0,0.3666666666666666,0.8377370161574689,0,0.8181550952338095,5
132,1067,Experience 1067,Creative,0.788764048918011,0.4580972487220676,0.5921026845821029,0.4299570499000478,43,Creative,Action,0.594605874375341,0.6276089533472435,21,1.0,0.0,0.3666666666666666,0.997496810206762,1,0.8013296812915497,1
132,1087,Experience 1087,Creative,0.7417160017369715,0.3980069401610766,0.5803538931422866,0.1954958273965873,33,Creative,Action,0.594605874375341,0.6276089533472435,21,1.0,0.0,0.2,0.9857480187669456,0,0.8007308277675408,2
132,1052,Experience 1052,Creative,0.6879474895864814,0.8150878066775633,0.5427584275418881,0.4028796085076296,43,Creative,Action,0.594605874375341,0.6276089533472435,21,1.0,0.0,0.3666666666666666,0.9481525531665472,1,0.7957180767767926,3
132,1062,Experience 1062,Creative,0.7566608128373626,0.2501254620138091,0.431135077105207,0.8144738760309339,50,Creative,Action,0.594605874375341,0.6276089533472435,21,1.0,0.0,0.4833333333333333,0.8365292027298661,0,0.7500320501594218,4
132,1065,Experience 1065,Creative,0.7619316682455927,0.3645751585148475,0.2630179910479239,0.9645188861392016,47,Creative,Action,0.594605874375341,0.6276089533472435,21,1.0,0.0,0.4333333333333333,0.6684121166725829,1,0.7323273892327573,5
133,1055,Experience 1055,Action,0.9121309206982589,0.3826203354113438,0.2499073592941251,0.1919211614110854,38,Action,Social,0.9203702867199468,0.5612139278810462,25,1.0,0.0,0.2166666666666666,0.3295370725741782,1,0.7775719093105752,1
133,1107,Experience 1107,Social,0.7428970964662264,0.8045676070342606,0.8160785123357384,0.9076048913904824,23,Action,Social,0.9203702867199468,0.5612139278810462,25,0.0,1.0,0.0333333333333333,0.8957082256157914,0,0.7509384496024794,2
133,1032,Experience 1032,Action,0.9183909657409184,0.1782087510115781,0.2798409650960937,0.836613041032693,59,Action,Social,0.9203702867199468,0.5612139278810462,25,1.0,0.0,0.5666666666666667,0.3594706783761467,0,0.7429713061293467,3
133,1086,Experience 1086,Action,0.6307900998772656,0.1325899003231649,0.3014212434741936,0.1888364204756389,42,Action,Social,0.9203702867199468,0.5612139278810462,25,1.0,0.0,0.2833333333333333,0.3810509567542467,0,0.7124559446401129,4
133,1059,Experience 1059,Social,0.7489549716721217,0.4911530499138364,0.6826986067555766,0.9132851837019758,49,Action,Social,0.9203702867199468,0.5612139278810462,25,0.0,1.0,0.4,0.7623283200356297,0,0.6824089562357813,5
134,1000,Experience 1000,Action,0.9096695293967186,0.6516437731703687,0.6290364009047581,0.2407530712142694,49,Action,Social,0.7060383999613741,0.3645974177426964,36,1.0,0.0,0.2166666666666666,0.922998000943384,0,0.8596976858081525,1
134,1044,Experience 1044,Action,0.8578996664042653,0.7405382156713768,0.540545681694017,0.9388053542070384,40,Action,Social,0.7060383999613741,0.3645974177426964,36,1.0,0.0,0.0666666666666666,0.8345072817326429,0,0.8501575424520985,2
134,1032,Experience 1032,Action,0.9183909657409184,0.1782087510115781,0.2798409650960937,0.836613041032693,59,Action,Social,0.7060383999613741,0.3645974177426964,36,1.0,0.0,0.3833333333333333,0.5738025651347196,0,0.7836632891825106,3
134,1086,Experience 1086,Action,0.6307900998772656,0.1325899003231649,0.3014212434741936,0.1888364204756389,42,Action,Social,0.7060383999613741,0.3645974177426964,36,1.0,0.0,0.1,0.5953828435128196,0,0.7563950075200532,4
134,1025,Experience 1025,Social,0.838744739121835,0.7279884901895025,0.5876677647056102,0.0811540004238993,14,Action,Social,0.7060383999613741,0.3645974177426964,36,0.0,1.0,0.3666666666666666,0.8816293647442361,0,0.7347729236193722,5
135,1014,Experience 1014,Social,0.7084360738896248,0.6919622480914536,0.5066406143622445,0.7631554898199004,35,Social,Strategy,0.4013259444098763,0.234900955705054,27,1.0,0.0,0.1333333333333333,0.8946853300476318,0,0.8288838316607715,1
135,1074,Experience 1074,Social,0.7411737446379107,0.1336446501121093,0.5667526591354218,0.2130749343990023,32,Social,Strategy,0.4013259444098763,0.234900955705054,27,1.0,0.0,0.0833333333333333,0.8345732852744545,1,0.8100689851715253,2
135,1085,Experience 1085,Social,0.715133524882573,0.3923165755464828,0.681782684374937,0.3715432084063615,41,Social,Strategy,0.4013259444098763,0.234900955705054,27,1.0,0.0,0.2333333333333333,0.7195432600349393,0,0.7984650673995565,3
135,1059,Experience 1059,Social,0.7489549716721217,0.4911530499138364,0.6826986067555766,0.9132851837019758,49,Social,Strategy,0.4013259444098763,0.234900955705054,27,1.0,0.0,0.3666666666666666,0.7186273376542998,1,0.7968875251598503,4
135,1109,Experience 1109,Social,0.5415451963988065,0.6320276759129257,0.4602651355822746,0.2660308726216652,48,Social,Strategy,0.4013259444098763,0.234900955705054,27,1.0,0.0,0.35,0.9410608088276018,1,0.7950598472134697,5
136,1092,Experience 1092,Sports,0.8280410369904486,0.5343815491606264,0.7426691928850321,0.6904019545155015,39,Sports,Adventure,0.5881361169188354,0.1006285331912617,48,1.0,0.0,0.15,0.8454669240338033,1,0.8102629421198497,1
136,1037,Experience 1037,Sports,0.7994490651436071,0.7023148063737304,0.3263399911584964,0.9948242136208678,35,Sports,Adventure,0.5881361169188354,0.1006285331912617,48,1.0,0.0,0.2166666666666666,0.738203874239661,1,0.7839025490698176,2
136,1104,Experience 1104,Sports,0.7763284069557427,0.7928984171430337,0.1707069630824686,0.4638281104628762,33,Sports,Adventure,0.5881361169188354,0.1006285331912617,48,1.0,0.0,0.25,0.5825708461636332,1,0.7625648808227178,3
136,1005,Experience 1005,Sports,0.725440926488475,0.5102685875213342,0.2459903544501388,0.2409271164143122,19,Sports,Adventure,0.5881361169188354,0.1006285331912617,48,1.0,0.0,0.4833333333333333,0.6578542375313035,1,0.729783601788584,4
136,1008,Experience 1008,Adventure,0.8415828324170402,0.3364498304651394,0.599089106012921,0.2728043301458357,40,Sports,Adventure,0.5881361169188354,0.1006285331912617,48,0.0,1.0,0.1333333333333333,0.9890470109059144,0,0.6170845312697203,5
137,1099,Experience 1099,Adventure,0.8332801744008336,0.4077151465805127,0.8307594812615263,0.7545731382181347,49,Adventure,Simulation,0.5069323131825516,0.8912492695083221,22,1.0,0.0,0.45,0.6761728319210253,0,0.7535515662132098,1
